Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;Liability Insurance;Theft Insurance;Premium Insurance;Repair Insurance;Premium Repair Insurance
Nissan;Pathfinder;2017;Diesel;205;90699;0;11930;1;TRUE;3;6;30;3;TRUE;30619;TRUE;F;42;$16,330;7;SUV;no;$7,829;2;No;4;0;0;0;1019,65;571,8;797,51;702,5;1104,65
BMW;X5;2013;Diesel;275;156605;0;2000;1;TRUE;1;3;51;0;TRUE;54307;TRUE;F;49;$20,490;5;Minivan;no;$0;0;No;0;0;1;0;960;507,5;784;587,5;915
Honda;Accord;2018;Electric;249;65199;0;15980;1;TRUE;2;5;47;0;TRUE;54319;TRUE;M;51;$14,770;4;Minivan;no;$0;0;No;2;0;1;0;977,9;634,3;861,06;574,5;958,9
BMW;3 Series;2014;Petrol;190;142990;0;3668;3;TRUE;2;6;27;3;TRUE;45803;FALSE;M;20;$11,920;4;Pickup;yes;$2,043;1;No;1;25695;1;1;948,34;481,68;727,676;695;1048,34
Ford;F-150;2008;Petrol;298;229437;2;2000;1;FALSE;5;3;37;0;TRUE;101120;TRUE;M;22;$28,220;7;Panel Truck;no;$0;0;No;0;0;5;0;1506;769;1352,4;799;1218
Toyota;Highlander;2011;Petrol;193;178191;2;2000;3;TRUE;3;13;64;0;TRUE;70171;TRUE;M;29;$10,210;1;SUV;yes;$0;0;No;0;0;16;0;1196;566,5;1168,4;846,5;1253
BMW;3 Series;2022;Diesel;183;23528;0;43578;1;TRUE;5;2;35;3;TRUE;64872;TRUE;F;44;$7,990;7;SUV;no;$4,620;1;No;5;0;8;0;1133,89;777,28;1051,446;791,5;1380,89
Toyota;Highlander;2017;Hybrid;143;88669;0;12133;1;TRUE;1;6;33;1;FALSE;0;TRUE;F;25;$1,500;6;SUV;no;$6,755;2;No;0;4436;0;1;796,665;542,83;749,331;571,5;903,665
Volkswagen;Passat;2009;Petrol;218;216402;1;2000;4;FALSE;4;7;46;0;TRUE;0;FALSE;M;23;$17,380;4;Van;yes;$0;0;No;3;1493;1;1;1146;729;1038,4;659;998
Volkswagen;Golf;2009;Petrol;256;203434;0;2000;3;FALSE;1;9;56;0;TRUE;122772;TRUE;F;54;$13,800;6;Sports Car;no;$0;0;No;0;3752;0;1;1022;648;868,8;578;896
BMW;X3;2011;Diesel;252;185690;1;2000;3;TRUE;1;4;32;2;TRUE;111655;FALSE;F;41;$18,430;4;SUV;no;$0;0;No;1;3900;25;1;1214;496;1015,6;876;1312
Chevrolet;Tahoe;2012;Petrol;382;168113;0;2000;2;FALSE;1;8;46;0;TRUE;0;TRUE;F;9;$17,650;2;SUV;no;$4,826;1;No;4;0;7;0;1274;611;1019,6;641;1022
Tesla;Model Y;2012;Electric;546;170310;0;2000;3;TRUE;2;5;48;0;TRUE;89404;FALSE;M;35;$15,240;6;Minivan;yes;$0;0;No;0;0;11;0;1502;543;1050,8;823;1326
Chevrolet;Silverado;2006;Diesel;389;253404;1;2000;3;FALSE;3;15;52;0;TRUE;52939;TRUE;F;22;$9,290;6;SUV;no;$9,795;2;No;2;0;9;0;1488;714,5;1225,2;844,5;1309
Volkswagen;Golf;2018;Diesel;213;70034;0;15496;1;TRUE;5;2;53;0;TRUE;30047;TRUE;F;28;$9,800;1;SUV;no;$0;0;No;0;2002;9;1;903,48;511,46;878,872;656,5;1060,48
Honda;Accord;2000;Diesel;241;335026;1;2000;1;FALSE;3;8;37;0;TRUE;50556;FALSE;F;37;$6,180;7;SUV;no;$0;0;No;0;3742;1;1;1192;740,5;1056,8;670,5;1021
BMW;X3;2003;Diesel;334;303500;0;2000;3;FALSE;1;18;42;0;TRUE;34810;FALSE;M;20;$9,180;1;Pickup;yes;$0;0;No;1;0;11;0;1178;587;981,2;717;1114
Ford;Escape;2018;Diesel;445;77412;0;14758;1;TRUE;5;5;35;2;TRUE;33522;FALSE;M;47;$1,500;9;Minivan;yes;$0;0;No;0;0;9;0;1463,79;620,08;1059,306;872,5;1428,79
Tesla;Model X;2005;Electric;747;278682;0;2000;3;FALSE;5;19;40;0;TRUE;23124;TRUE;M;72;$18,050;1;Van;no;$0;0;No;1;0;6;0;2004;793,5;1311,6;823,5;1387
Ford;F-150;2019;Diesel;411;54836;0;18516;1;FALSE;4;5;32;1;TRUE;0;TRUE;M;48;$12,500;7;Minivan;no;$3,983;1;No;3;0;1;0;1464,58;890,66;1108,412;705,5;1203,58
BMW;3 Series;2023;Diesel;219;5000;0;49166;1;TRUE;3;1;47;0;FALSE;15996;TRUE;F;22;$18,000;4;SUV;no;$4,263;1;No;5;10145;1;1;1083,83;951,16;1069,362;559,5;1094,83
Nissan;Altima;2021;Diesel;228;31760;0;23824;1;TRUE;1;1;61;0;TRUE;57977;TRUE;M;5;$13,400;1;Minivan;no;$7,496;2;No;3;0;12;0;975,12;602,24;949,168;664;1117,12
BMW;X5;2007;Diesel;331;241064;0;2000;1;FALSE;5;10;49;0;TRUE;108365;TRUE;F;28;$17,240;13;SUV;no;$0;0;No;0;0;9;0;1172;585,5;978,8;715,5;1111
BMW;X5;2017;Diesel;299;99374;0;18437;1;TRUE;5;6;45;2;TRUE;46458;TRUE;F;41;$14,250;10;SUV;no;$0;0;Yes;0;2921;1;1;1190,185;683,87;918,259;699,5;1161,185
Toyota;Prius;2019;Hybrid;149;64167;0;17583;1;TRUE;2;4;52;0;TRUE;75774;TRUE;M;34;$20,900;9;Van;yes;$11,407;2;No;4;0;22;0;785,915;500,33;842,281;624,5;1006,915
Volkswagen;Tiguan;2002;Petrol;208;306977;1;2000;4;FALSE;5;2;47;0;TRUE;36302;FALSE;F;50;$11,170;10;SUV;no;$2,549;4;No;3;4376;0;1;1126;724;1030,4;654;988
Ford;F-150;2000;Diesel;386;351300;0;2000;4;FALSE;2;18;41;1;TRUE;89602;TRUE;F;25;$22,210;11;Van;no;$5,384;2;No;5;0;8;0;1332;613;1022,8;793;1236
Toyota;Camry;2018;Hybrid;208;70397;0;15460;1;TRUE;4;3;53;0;TRUE;;TRUE;M;45;$1,500;1;Minivan;yes;$0;0;No;0;0;9;0;893,3;508,6;874,62;654;1055,3
BMW;X3;2001;Diesel;271;328134;0;2000;3;FALSE;1;8;56;0;TRUE;58247;TRUE;M;42;$18,150;1;Van;no;$1,380;3;No;1;4281;10;1;1052;555,5;930,8;685,5;1051
Volkswagen;Golf;2018;Diesel;215;81931;0;14306;1;TRUE;5;1;51;0;TRUE;18205;FALSE;M;23;$8,420;10;Pickup;yes;$0;0;No;0;0;7;0;901,53;500,56;872,142;557,5;916,53
Toyota;Corolla;2012;Petrol;157;164134;0;2000;3;FALSE;5;9;46;0;TRUE;85479;TRUE;M;54;$10,810;1;Pickup;yes;$0;0;Yes;1;0;1;0;824;598,5;789,6;528,5;797
Tesla;Model S;2019;Electric;754;69258;0;28457;1;FALSE;3;4;45;0;TRUE;48319;TRUE;M;34;$10,830;1;Pickup;no;$6,170;2;No;4;29613;10;1;2150,285;1061,57;1502,399;927;1666,285
Tesla;Model X;2016;Electric;536;104586;0;15068;1;TRUE;3;7;43;0;TRUE;0;FALSE;F;27;$5,990;7;Sports Car;no;$0;0;No;0;1431;1;1;1547,34;768,68;1084,276;718;1241,34
Nissan;Sentra;2001;Petrol;226;329460;0;2000;4;FALSE;4;3;51;0;TRUE;94587;FALSE;F;18;$10,370;7;SUV;no;$0;0;Yes;2;0;7;0;962;533;894,8;563;866
BMW;X3;2003;Diesel;410;299838;0;2000;1;FALSE;5;13;36;0;TRUE;23372;FALSE;M;15;$7,180;1;Pickup;yes;$0;0;No;0;2722;10;1;1330;625;1042;755;1190
Nissan;Altima;2004;Diesel;272;278644;1;2000;3;FALSE;4;18;54;0;TRUE;9123;TRUE;M;20;$3,320;6;Minivan;yes;$7,499;2;No;0;5509;7;1;1254;656;1131,6;686;1052
Ford;Explorer;2006;Diesel;215;261146;1;2000;4;FALSE;2;6;53;0;TRUE;0;TRUE;F;44;$6,800;6;Sports Car;no;$0;0;No;0;0;8;0;1140;627,5;1086;757,5;1135
Volkswagen;Passat;2006;Diesel;238;254678;2;2000;2;FALSE;1;10;48;0;TRUE;;TRUE;M;39;$11,070;4;Pickup;yes;$0;0;No;1;4002;0;1;1386;839;1254,4;769;1158
Tesla;Model X;2021;Electric;491;31040;0;39826;1;FALSE;1;3;31;1;TRUE;29644;TRUE;F;32;$34,880;13;SUV;no;$46,912;1;Yes;2;18883;9;1;1731,13;1043,76;1371,582;845,5;1530,13
Tesla;Model X;2004;Electric;636;276585;0;2000;3;FALSE;4;17;41;2;TRUE;35256;TRUE;F;59;$11,010;1;SUV;no;$3,603;1;No;3;3183;6;1;1882;738;1222,8;868;1416
Ford;Mustang;2019;Electric;170;56754;0;18324;1;TRUE;5;3;44;2;TRUE;26763;FALSE;F;49;$11,500;1;SUV;no;$0;0;No;0;0;11;0;931,62;518,24;864,268;735;1171,62
Tesla;Model 3;2020;Electric;905;44107;0;35148;1;TRUE;3;2;54;0;TRUE;81465;FALSE;F;21;$15,050;7;SUV;no;$0;0;No;1;0;15;0;2385,74;1053,98;1570,036;1002,5;1850,74
Chevrolet;Equinox;2012;Diesel;411;161570;0;2000;4;TRUE;4;3;48;0;TRUE;106742;FALSE;M;28;$18,340;1;Van;no;$1,124;4;No;0;0;9;0;1232;475,5;942,8;755,5;1191
Nissan;Altima;2012;Diesel;222;155413;3;2000;2;TRUE;2;11;41;0;TRUE;41619;TRUE;F;31;$28,360;6;SUV;no;$0;0;No;0;0;9;0;1454;681;1391,6;961;1422
Ford;Escape;2010;Petrol;213;197918;3;2000;1;FALSE;1;2;57;0;TRUE;62226;FALSE;M;55;$13,340;4;Minivan;yes;$4,438;1;No;6;0;10;0;1536;826,5;1484,4;956,5;1413
BMW;X3;2006;Petrol;319;240173;2;2000;4;FALSE;1;1;41;0;TRUE;71303;FALSE;F;31;$30,660;7;Minivan;no;$0;0;No;0;0;8;0;1548;779,5;1369,2;909,5;1379
Ford;Mustang;2019;Diesel;177;55494;0;18450;1;TRUE;5;2;60;0;TRUE;91519;TRUE;M;15;$24,590;6;Panel Truck;no;$5,292;2;No;7;0;14;0;846,25;523;870,75;638,5;1039,25
BMW;5 Series;2012;Diesel;369;164543;0;2000;1;FALSE;3;12;33;1;TRUE;70565;TRUE;F;10;$10,380;10;Minivan;no;$0;0;No;0;0;21;0;1298;604,5;1009,2;784,5;1219
Volkswagen;Tiguan;2019;Diesel;297;61167;0;17883;1;FALSE;1;2;34;2;TRUE;17753;TRUE;F;37;$14,760;1;SUV;no;$0;0;No;2;0;1;0;1283,415;827,33;1012,781;698,5;1156,415
Toyota;Highlander;2015;Hybrid;160;121135;0;5886;1;TRUE;4;6;42;1;TRUE;151927;TRUE;F;27;$30,000;1;Sports Car;no;$0;0;No;2;0;0;0;799,43;488,86;719,202;580;889,43
Toyota;Corolla;2002;Hybrid;233;317486;0;2000;4;FALSE;2;10;58;0;TRUE;33680;TRUE;M;5;$10,670;1;Pickup;yes;$0;0;Yes;0;0;11;0;976;536,5;900,4;666,5;1013
Tesla;Model 3;2018;Electric;311;73319;0;25280;1;FALSE;4;6;59;2;TRUE;134778;TRUE;M;41;$26,910;1;Panel Truck;yes;$0;0;No;3;4276;16;1;1348,4;808,3;1125,76;805,5;1347,4
Honda;CR-V;2006;Petrol;235;259398;3;2000;4;FALSE;5;6;33;1;TRUE;;TRUE;F;34;$4,800;7;SUV;no;$0;0;No;1;0;1;0;1630;937,5;1452;917,5;1365
BMW;X3;2015;Petrol;471;117359;0;10440;1;TRUE;1;2;47;0;TRUE;53215;FALSE;F;24;$14,260;7;Minivan;no;$0;0;No;1;0;12;0;1394,2;589,9;1049,88;785,5;1293,2
Nissan;Sentra;2014;Petrol;121;136412;1;2858;4;TRUE;2;3;42;3;TRUE;24865;TRUE;F;35;$8,580;1;SUV;no;$1,143;1;No;4;6050;7;1;1006,29;439,08;916,806;760,5;1115,29
BMW;X5;2020;Diesel;190;48768;0;34372;1;TRUE;2;2;50;0;TRUE;42870;TRUE;M;28;$11,190;6;Pickup;no;$7,812;2;No;6;0;12;0;951,86;688,72;992,604;645;1131,86
Volkswagen;Golf;2019;Hybrid;229;60724;0;17927;1;TRUE;2;5;40;0;TRUE;80317;TRUE;F;42;$13,800;6;SUV;no;$0;0;Yes;3;0;8;0;947,635;543,77;908,689;664,5;1088,635
BMW;X3;2009;Diesel;426;213744;2;2000;3;FALSE;3;4;32;1;TRUE;8659;FALSE;F;43;$14,460;1;SUV;no;$31,073;1;Yes;0;1398;1;1;1812;933;1404,8;913;1416
Chevrolet;Tahoe;2013;Petrol;249;142239;0;2000;3;FALSE;3;9;54;0;FALSE;18917;TRUE;M;6;$9,730;6;Pickup;yes;$0;0;No;0;0;11;0;1008;544,5;913,2;674,5;1029
Nissan;Altima;2013;Petrol;135;152405;0;2000;2;FALSE;5;4;22;1;TRUE;20646;FALSE;M;68;$5,760;7;Minivan;yes;$3,409;2;No;11;3225;10;1;1030;487,5;822;667,5;985
BMW;3 Series;2012;Diesel;452;166151;1;2000;2;TRUE;2;7;63;0;TRUE;55530;TRUE;F;43;$13,350;1;Sports Car;no;$0;0;No;0;0;17;0;1514;596;1175,6;876;1372
Tesla;Model 3;2015;Electric;322;115511;0;10748;1;TRUE;4;4;34;1;TRUE;24380;TRUE;F;18;$17,830;4;Pickup;no;$0;0;No;3;0;1;0;1147,74;618,48;882,836;661;1075,74
Tesla;Model Y;2003;Electric;395;297039;0;2000;4;FALSE;3;11;41;0;TRUE;145260;TRUE;M;12;$20,130;21;Van;yes;$4,188;1;No;5;0;15;0;1300;617,5;1030;747,5;1175
Nissan;Sentra;2016;Diesel;240;102466;0;9253;1;TRUE;1;7;42;0;TRUE;77912;TRUE;F;9;$22,760;13;Minivan;no;$0;0;No;2;0;1;0;926,265;562,53;806,771;570;916,265
Ford;Mustang;2014;Diesel;324;136241;2;2875;1;TRUE;4;8;23;3;TRUE;5822;FALSE;F;11;$4,380;6;SUV;no;$11,027;3;No;8;6188;16;1;1812,375;640,75;1279,325;1062;1598,375
Chevrolet;Silverado;2011;Petrol;364;176307;1;2000;1;TRUE;5;12;60;2;TRUE;29176;TRUE;M;51;$17,790;11;Van;yes;$0;0;Yes;0;2132;1;1;1438;652;1055,2;832;1284
BMW;5 Series;2012;Petrol;485;152258;1;2000;1;FALSE;3;11;45;2;TRUE;44213;FALSE;F;31;$10,420;4;SUV;no;$0;0;No;5;0;12;0;1780;762,5;1302;992,5;1545
Volkswagen;Tiguan;2022;Diesel;110;13526;0;27147;1;TRUE;1;2;44;2;TRUE;20676;TRUE;F;51;$3,570;1;SUV;no;$0;0;No;0;4961;9;1;855,735;576,47;878,029;705;1155,735
Ford;F-150;2013;Petrol;160;144215;2;2000;1;FALSE;5;6;36;3;TRUE;20178;FALSE;F;6;$8,030;1;SUV;no;$0;0;No;0;19785;0;1;1380;800;1192;880;1290
Nissan;Altima;2015;Diesel;192;115834;0;6416;1;TRUE;1;2;52;0;TRUE;;FALSE;M;8;$14,440;1;Minivan;no;$44,214;2;No;3;0;8;0;816,08;410,16;798,512;646;994,08
BMW;X3;2016;Hybrid;398;106485;0;14752;1;FALSE;4;3;37;0;TRUE;0;TRUE;F;30;$9,970;7;Sports Car;no;$0;0;No;0;0;13;0;1369,76;746,52;1121,664;749;1241,76
Volkswagen;Golf;2006;Diesel;136;245770;3;2000;4;FALSE;5;9;43;0;TRUE;0;FALSE;M;19;$13,890;1;Minivan;yes;$1,501;1;No;1;3568;4;1;1382;888;1372,8;818;1196
Volkswagen;Jetta;2023;Diesel;145;5000;0;29500;1;TRUE;3;1;34;2;TRUE;17069;TRUE;F;61;$13,510;1;SUV;no;$3,092;1;No;5;0;11;0;937,5;617,5;922,5;722,5;1202,5
Nissan;Sentra;2023;Diesel;225;5000;0;29500;1;FALSE;5;1;42;3;TRUE;96537;TRUE;M;39;$15,350;3;Minivan;yes;$5,734;1;No;0;3501;1;1;1247,5;907,5;1036,5;712,5;1212,5
Toyota;Prius;2011;Hybrid;287;175307;1;2000;2;TRUE;4;7;45;0;TRUE;49474;TRUE;F;26;$7,980;7;Sports Car;no;$0;0;No;1;0;7;0;1184;513,5;1043,6;693,5;1067
Tesla;Model X;2015;Electric;878;113348;0;11108;1;FALSE;4;1;49;0;TRUE;214189;FALSE;M;17;$18,350;3;Van;yes;$4,004;1;No;0;2793;12;1;2311,54;950,08;1480,156;989;1703,54
BMW;X3;2015;Diesel;244;118079;0;10320;1;TRUE;3;9;55;0;TRUE;264481;FALSE;M;5;$33,450;1;Panel Truck;yes;$0;0;No;2;0;12;0;939,6;475,2;867,44;672;1065,6
Ford;Explorer;2001;Petrol;293;325350;1;2000;3;FALSE;5;17;52;0;TRUE;130476;TRUE;M;27;$14,990;4;Minivan;no;$0;0;No;0;0;12;0;1296;666,5;1148,4;796,5;1213
BMW;X5;2015;Petrol;277;113242;0;11126;1;TRUE;3;6;47;0;TRUE;;TRUE;F;5;$7,510;16;SUV;no;$0;0;No;3;863;9;1;1009,63;499,76;899,482;688,5;1102,63
Toyota;Corolla;2004;Petrol;177;279223;0;2000;4;FALSE;1;11;52;0;TRUE;63482;TRUE;M;51;$17,280;6;Van;yes;$0;0;No;4;1748;18;1;864;508,5;855,6;638,5;957
Honda;Civic;2013;Petrol;265;146995;0;2000;4;TRUE;1;4;48;0;TRUE;7379;TRUE;F;28;$8,940;1;Sports Car;no;$39,397;2;Yes;5;0;1;0;940;502,5;776;582,5;905
Ford;Mustang;2020;Diesel;242;53826;0;20117;1;TRUE;3;4;61;0;TRUE;78094;FALSE;M;57;$15,410;10;SUV;no;$3,380;3;No;9;0;1;0;984,585;672,17;884,419;571;972,585
BMW;3 Series;2022;Electric;476;13552;0;45241;1;FALSE;2;2;33;1;TRUE;40518;FALSE;M;15;$20,090;3;Van;no;$0;0;No;1;29738;1;1;1728,205;1190,41;1347,487;738;1402,205
Volkswagen;Jetta;2023;Diesel;167;5000;0;29500;1;TRUE;4;1;43;0;TRUE;70255;TRUE;M;38;$31,560;12;Panel Truck;yes;$0;0;No;0;0;1;0;881,5;728,5;890,1;533,5;944,5
Ford;Mustang;2018;Electric;295;74643;0;15035;1;TRUE;5;2;48;0;TRUE;;TRUE;F;62;$7,250;4;Minivan;no;$0;0;No;0;0;0;0;1065,175;647,85;891,245;597,5;1000,175
Ford;Mustang;2022;Electric;207;10954;0;27404;1;TRUE;1;2;30;0;TRUE;27803;FALSE;F;41;$4,500;1;SUV;no;$6,351;4;No;0;755;8;1;951,02;627,54;957,428;653,5;1114,02
Honda;Civic;2018;Diesel;212;65589;0;15941;1;TRUE;5;5;39;2;TRUE;94726;TRUE;M;23;$29,250;6;Panel Truck;no;$0;0;No;0;0;8;0;1003,705;515,41;881,187;756;1201,705
BMW;X3;2002;Diesel;411;315448;0;2000;3;FALSE;5;22;45;2;TRUE;13544;TRUE;F;25;$9,670;1;SUV;no;$2,412;2;No;0;3619;0;1;1432;725,5;992,8;755,5;1191
Toyota;Corolla;2016;Hybrid;170;96299;0;9870;1;TRUE;3;3;52;0;TRUE;112953;FALSE;M;33;$23,640;11;Panel Truck;yes;$0;0;No;0;0;12;0;789,35;433,7;805,09;635;989,35
Toyota;Corolla;2015;Petrol;222;112386;0;6761;1;TRUE;4;5;41;3;TRUE;88887;FALSE;F;31;$30,190;10;SUV;no;$0;0;Yes;1;1205;8;1;1027,805;428,61;824,927;811;1235,805
BMW;3 Series;2018;Diesel;270;73015;0;25330;1;TRUE;1;1;59;0;TRUE;41301;FALSE;M;10;$11,140;1;Pickup;yes;$0;0;No;1;0;7;0;1066,65;638,3;993,31;585;1026,65
Chevrolet;Tahoe;2003;Diesel;317;296995;0;2000;3;FALSE;2;11;44;2;TRUE;52857;FALSE;F;30;$6,790;10;Sports Car;no;$0;0;No;1;0;1;0;1244;678,5;917,6;708,5;1097
Volkswagen;Golf;2021;Diesel;184;27974;0;24202;1;TRUE;1;1;49;0;TRUE;154736;TRUE;F;31;$21,870;4;SUV;no;$8,737;1;No;2;0;14;0;889,01;584,02;916,614;642;1075,01
Volkswagen;Golf;2020;Diesel;216;45328;0;20967;1;FALSE;4;1;41;3;TRUE;50840;FALSE;F;44;$10,680;4;SUV;no;$0;0;No;1;0;1;0;1186,835;817,67;969,569;708;1160,835
Toyota;Prius;2004;Petrol;227;286095;0;2000;2;FALSE;2;13;37;2;TRUE;46661;FALSE;F;26;$15,120;3;SUV;no;$2,977;3;No;8;39672;1;1;1064;633,5;845,6;663,5;1007
Toyota;Highlander;2013;Hybrid;178;156954;0;2000;2;FALSE;4;9;60;2;TRUE;44830;FALSE;M;35;$20,040;4;Minivan;yes;$6,456;3;No;1;3292;8;1;966;509;856,4;739;1098
Ford;Mustang;2005;Petrol;181;275615;2;2000;2;FALSE;5;17;38;0;TRUE;0;TRUE;F;53;$11,530;4;SUV;no;$0;0;No;0;0;11;0;1272;710,5;1258,8;840,5;1241
Ford;Explorer;2004;Diesel;249;285269;1;2000;1;FALSE;1;13;64;0;TRUE;83033;FALSE;M;17;$23,620;1;Minivan;no;$0;0;No;0;32038;0;1;1208;744,5;1063,2;674,5;1029
BMW;5 Series;2013;Diesel;431;160402;0;2000;1;FALSE;2;7;40;0;TRUE;0;FALSE;F;38;$12,880;10;Minivan;no;$0;0;No;0;0;1;0;1372;735,5;1008,8;665,5;1071
Tesla;Model X;2018;Electric;917;66894;0;26351;1;TRUE;1;1;40;0;TRUE;;FALSE;M;6;$5,950;1;Pickup;yes;$48,010;2;Yes;3;3263;5;1;2365,755;972,01;1518,057;908,5;1678,755
BMW;5 Series;2013;Petrol;484;155489;0;2000;1;TRUE;4;6;45;3;TRUE;12158;FALSE;F;22;$22,410;3;Minivan;no;$3,636;1;No;5;3091;1;1;1528;612;951,2;842;1334
Toyota;Camry;2014;Petrol;144;125507;1;3949;2;TRUE;3;4;43;0;TRUE;28890;TRUE;M;48;$10,660;1;Minivan;no;$0;0;No;0;0;13;0;907,745;461,49;942,843;722;1073,745
Chevrolet;Tahoe;2022;Diesel;266;11293;0;27370;1;FALSE;5;1;31;0;TRUE;190945;FALSE;M;45;$15,440;1;Minivan;no;$0;0;No;0;0;0;0;1168,85;906,7;1054,39;583;1032,85
Tesla;Model 3;2000;Electric;372;345317;0;2000;3;FALSE;2;12;53;0;TRUE;84435;FALSE;M;14;$9,940;4;Pickup;yes;$39,710;1;Yes;0;0;0;0;1254;706;961,6;636;1012
Tesla;Model S;2010;Electric;939;192314;0;2000;3;FALSE;1;8;48;0;TRUE;49693;FALSE;M;48;$16,280;10;Minivan;yes;$0;0;No;0;0;1;0;2388;989,5;1415,2;919,5;1579
Chevrolet;Equinox;2015;Diesel;261;121085;0;5891;1;TRUE;5;2;50;0;TRUE;7971;FALSE;F;5;$1,520;10;Sports Car;no;$0;0;No;0;0;16;0;951,455;439,41;850,037;680,5;1060,455
BMW;5 Series;2008;Diesel;314;218893;0;2000;2;FALSE;4;1;39;0;TRUE;33037;TRUE;M;38;$9,950;6;Pickup;no;$5,829;3;Yes;1;0;1;0;1138;677;915,2;607;954
Volkswagen;Jetta;2004;Petrol;184;288811;2;2000;3;FALSE;4;5;67;0;TRUE;40863;FALSE;M;38;$26,310;4;Minivan;yes;$0;0;No;0;0;6;0;1478;712;1261,2;742;1104
Toyota;Highlander;2017;Hybrid;175;89125;0;12087;1;TRUE;5;4;42;2;FALSE;;TRUE;M;69;$12,010;4;Pickup;yes;$17,445;2;Yes;3;3670;12;1;910,435;458,37;824,609;737,5;1145,435
Volkswagen;Golf;2019;Diesel;155;57555;0;18244;1;TRUE;3;2;38;2;TRUE;61564;TRUE;M;40;$27,260;1;Panel Truck;no;$0;0;No;0;0;7;0;901,22;509,94;851,708;627,5;1016,22
Nissan;Pathfinder;2014;Petrol;120;133185;0;3181;4;FALSE;5;1;48;0;TRUE;65359;FALSE;F;35;$12,840;13;SUV;no;$0;0;No;0;0;0;0;755,905;591,81;768,267;510;765,905
Tesla;Model X;2015;Electric;587;126832;0;8861;1;TRUE;5;9;47;0;TRUE;19483;TRUE;M;54;$9,150;4;Pickup;no;$20,115;1;Yes;6;6801;3;1;1618,305;732,11;1081,627;743,5;1261,305
Honda;CR-V;2020;Diesel;261;37792;0;21720;1;TRUE;2;3;35;2;TRUE;32634;FALSE;F;5;$20,690;13;Pickup;no;$5,898;1;No;6;0;5;0;1130,6;597,7;960,84;680,5;1139,6
BMW;5 Series;2023;Electric;374;5000;0;49166;1;FALSE;4;1;44;2;TRUE;152787;FALSE;F;36;$23,940;10;Minivan;no;$0;0;No;1;0;18;0;1593,83;1078,66;1343,362;837;1529,83
Ford;Explorer;2018;Diesel;202;65163;0;15983;1;TRUE;2;6;40;0;TRUE;48812;TRUE;F;12;$14,960;7;Pickup;no;$4,056;2;No;1;0;1;0;883,915;610,83;823,481;551;911,915
Chevrolet;Silverado;2021;Diesel;396;20983;0;24901;1;FALSE;2;2;43;0;TRUE;121075;FALSE;F;16;$5,800;1;SUV;no;$2,069;3;No;2;0;17;0;1416,505;847,01;1191,107;748;1290,505
Honda;Pilot;2014;Petrol;252;137274;0;2772;4;TRUE;4;9;16;0;TRUE;50100;FALSE;M;41;$19,430;1;Van;yes;$0;0;No;2;44916;7;1;1117,86;403,72;821,004;576;895,86
Honda;Pilot;2009;Diesel;157;200981;1;2000;3;FALSE;1;4;50;0;TRUE;367030;TRUE;M;29;$65,970;1;Minivan;yes;$0;0;No;0;0;9;0;1024;598,5;1039,6;728,5;1077
Toyota;Corolla;2012;Petrol;219;168836;1;2000;4;TRUE;4;1;30;0;TRUE;52120;FALSE;M;11;$28,600;1;Panel Truck;yes;$0;0;No;1;0;1;0;1048;579,5;939,2;659,5;999
Toyota;Prius;2008;Petrol;278;219074;0;2000;2;FALSE;5;16;55;0;TRUE;131277;FALSE;F;30;$40,580;10;Van;no;$6,680;2;No;3;0;16;0;1066;559;936,4;689;1058
BMW;X5;2002;Diesel;250;316592;0;2000;2;FALSE;3;18;37;0;TRUE;11754;TRUE;F;23;$18,190;4;Sports Car;no;$0;0;No;2;0;7;0;1010;545;914;575;890
Honda;Pilot;2020;Diesel;144;42506;0;21249;1;FALSE;4;3;49;0;TRUE;9316;FALSE;M;10;$23,570;6;Panel Truck;no;$1,208;1;Yes;2;0;9;0;894,245;684,49;963,943;622;1020,245
Nissan;Pathfinder;2006;Petrol;281;258034;3;2000;3;FALSE;5;1;55;0;TRUE;43180;FALSE;F;21;$19,770;6;Minivan;no;$4,559;4;No;5;0;15;0;1672;860,5;1538,8;990,5;1481
BMW;X3;2022;Hybrid;280;12143;0;45476;1;TRUE;2;2;43;0;TRUE;69301;FALSE;M;25;$20,670;4;Van;no;$3,502;3;No;6;0;7;0;1187,38;844,76;1142,332;590;1137,38
Ford;Mustang;2012;Diesel;358;169856;3;2000;3;TRUE;4;3;38;3;TRUE;0;TRUE;F;32;$5,340;14;SUV;no;$5,290;1;No;0;0;4;0;1876;849;1450,4;1079;1628
Nissan;Sentra;2011;Diesel;222;179635;1;2000;3;FALSE;4;9;44;3;TRUE;4701;TRUE;F;12;$5,900;1;Sports Car;no;$0;0;No;4;0;11;0;1304;631;1091,6;911;1352
Ford;Mustang;2006;Diesel;275;249177;0;2000;3;FALSE;3;15;35;0;TRUE;24696;TRUE;F;31;$7,470;6;SUV;no;$4,350;1;No;2;0;8;0;1060;557,5;934;687,5;1055
