Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
Ford;F-150;2012;Petrol;425;170169;0;2000;1;TRUE;2;1;773276018;;;52;1;TRUE;$35,681;FALSE;F;28;$15,210;3;SUV;no;$0;0;No;1;$0;6;0
Tesla;Model 3;2022;Electric;710;14959;0;45006;1;TRUE;2;2;716593188;;;54;0;TRUE;$49,268;TRUE;M;20;$20,570;10;Minivan;no;$0;0;No;5;$0;12;0
BMW;X3;2015;Diesel;387;121379;0;9770;1;FALSE;2;4;665731103;;;37;0;TRUE;$58,561;TRUE;M;15;$5,590;7;Minivan;yes;$2,942;3;No;3;$0;20;0
Honda;Accord;2002;Petrol;180;314984;0;2000;1;FALSE;3;14;291203527;;;61;0;TRUE;$59,690;TRUE;F;44;$13,570;10;Sports Car;no;$0;0;No;0;$4,037;14;1
Nissan;Altima;2005;Petrol;134;265979;0;2000;3;FALSE;5;4;598961480;;;54;0;TRUE;$103,598;TRUE;F;16;$34,170;7;Pickup;no;$0;0;No;2;$0;21;0
Tesla;Model 3;2005;Electric;521;267625;0;2000;1;FALSE;2;16;327616370;;;42;3;TRUE;$106,194;FALSE;F;33;$18,760;6;Pickup;no;$0;0;No;0;$1,620;8;1
Tesla;Model X;2013;Electric;900;146508;1;2000;1;TRUE;2;11;208718812;;;51;0;TRUE;$63,265;FALSE;M;37;$17,890;10;Minivan;no;$0;0;No;0;$0;1;0
Honda;CR-V;2017;Diesel;128;88369;0;12163;1;TRUE;1;2;792861571;;;39;0;TRUE;$54,960;TRUE;M;5;$10,450;4;Pickup;no;$0;0;No;2;$5,216;5;1
Volkswagen;Tiguan;2020;Diesel;130;38491;0;21650;1;TRUE;3;4;44904730;;;49;0;TRUE;;TRUE;F;26;$10,150;17;SUV;no;$0;0;No;0;$0;20;0
BMW;3 Series;2007;Diesel;252;240714;0;2000;2;FALSE;2;5;700186218;;;49;0;TRUE;$60,079;TRUE;F;33;$17,310;6;Minivan;no;$0;0;No;3;$0;5;0
Honda;CR-V;2015;Petrol;183;119192;0;6080;1;FALSE;3;6;91779998;;;35;1;TRUE;$31,616;FALSE;F;47;$14,430;1;SUV;no;$0;0;Yes;0;$0;7;0
Toyota;Corolla;2012;Petrol;244;172142;0;2000;1;FALSE;5;5;802668981;;;46;0;TRUE;$140,919;TRUE;F;49;$22,700;13;Minivan;no;$0;0;No;2;$0;10;0
Ford;Escape;2013;Petrol;289;155475;0;2000;4;TRUE;2;10;941449901;;;35;2;TRUE;$50,872;TRUE;F;46;$14,980;6;SUV;no;$35,500;1;Yes;0;$4,174;4;1
Volkswagen;Tiguan;2019;Electric;221;71447;0;16855;1;TRUE;2;4;934440703;;;53;0;TRUE;$114,845;TRUE;F;54;$24,930;6;Pickup;no;$0;0;Yes;0;$0;7;0
Volkswagen;Passat;2018;Diesel;204;80489;0;14451;1;FALSE;4;3;342060486;;;51;0;TRUE;$0;TRUE;M;34;$26,580;7;Panel Truck;yes;$5,921;5;No;0;$3,737;1;1
Chevrolet;Silverado;2001;Petrol;270;324213;2;2000;3;FALSE;2;21;630117299;;;53;0;TRUE;$35,168;FALSE;M;41;$11,250;1;Pickup;yes;$5,103;3;No;0;$5,139;;1
Nissan;Pathfinder;2011;Diesel;153;173007;0;2000;4;FALSE;4;2;848022328;;;57;0;TRUE;$79,670;TRUE;M;5;$9,470;6;Pickup;yes;$0;0;No;2;$0;;0
BMW;3 Series;2000;Petrol;429;346653;1;2000;2;FALSE;3;11;610877471;;;54;0;FALSE;$35,638;TRUE;F;34;$12,340;1;Sports Car;no;$1,278;2;No;0;$0;10;0
Ford;Escape;2017;Hybrid;195;79827;0;13017;1;TRUE;3;4;687348918;;;54;0;TRUE;$52,409;FALSE;M;40;$12,140;3;Pickup;yes;$1,986;4;No;2;$3,351;7;1
Nissan;Pathfinder;2000;Diesel;209;333621;0;2000;3;FALSE;2;10;631501439;;;36;0;TRUE;$39,019;TRUE;F;46;$14,420;3;SUV;no;$1,414;1;No;0;$4,440;;1
Nissan;Rogue;2020;Electric;236;43356;0;21164;1;TRUE;3;4;295508006;;;48;0;TRUE;$81,389;TRUE;F;48;$14,440;10;SUV;no;$0;0;No;0;$0;11;0
BMW;X3;2011;Petrol;369;180896;1;2000;2;TRUE;5;6;333566924;;;48;0;TRUE;$118,753;TRUE;M;47;$13,380;6;Minivan;yes;$0;0;No;0;$0;1;0
Nissan;Altima;2004;Diesel;267;283127;2;2000;2;FALSE;1;1;24505453;;;52;0;TRUE;$94,022;TRUE;F;13;$23,260;10;Sports Car;no;$0;0;No;4;$0;15;0
Volkswagen;Tiguan;2020;Diesel;170;34991;0;22000;1;TRUE;4;3;754825259;;;64;0;TRUE;$12,291;TRUE;M;33;$15,280;1;SUV;no;$6,247;2;No;2;$4,420;3;1
Tesla;Model 3;2008;Electric;945;218921;0;2000;1;FALSE;2;5;122348719;;;46;0;TRUE;$189,106;FALSE;F;5;$6,100;1;SUV;no;$32,969;1;Yes;1;$0;12;0
Volkswagen;Tiguan;2023;Diesel;241;5000;0;29500;1;FALSE;5;1;908401209;;;32;0;TRUE;$57,511;TRUE;M;39;$1,500;1;Minivan;no;$0;0;No;3;$0;;0
Tesla;Model 3;2014;Electric;350;135867;0;4855;3;FALSE;3;5;31306688;;;36;0;TRUE;$907;TRUE;M;43;$8,160;1;Pickup;no;$5,386;1;No;4;$2,829;5;1
Ford;Mustang;2019;Diesel;286;61357;0;17864;1;TRUE;4;3;79366041;;;66;3;TRUE;$182,270;TRUE;F;9;$35,810;1;Sports Car;no;$0;0;No;1;$0;17;0
Tesla;Model 3;2023;Electric;345;5000;0;49166;1;TRUE;5;1;34682975;;;40;0;TRUE;$78,188;FALSE;F;42;$40,860;13;Pickup;no;$0;0;No;0;$0;9;0
Tesla;Model X;2006;Electric;635;252736;1;2000;1;FALSE;3;3;546761106;;;53;0;TRUE;$55,861;FALSE;M;12;$1,500;6;Minivan;yes;$0;0;No;0;$0;7;0
Ford;Escape;2002;Diesel;327;322883;1;2000;4;FALSE;1;20;988086614;;;46;0;TRUE;$56,460;TRUE;F;5;$24,120;6;Pickup;no;$7,688;4;No;3;$0;7;0
Chevrolet;Malibu;2019;Electric;289;65455;0;17454;1;FALSE;1;5;156913960;;;53;1;TRUE;$37,172;FALSE;F;5;$20,960;1;Minivan;no;$0;0;No;0;$0;1;0
Nissan;Altima;2018;Hybrid;291;81844;0;14315;1;TRUE;2;3;599944840;;;44;1;FALSE;$86,624;TRUE;F;35;$18,560;4;Sports Car;no;$0;0;No;7;$0;14;0
Toyota;Highlander;2006;Petrol;291;251142;0;2000;2;FALSE;4;4;590320189;;;59;0;TRUE;$98,537;TRUE;M;5;$17,780;18;Van;no;$0;0;No;0;$0;17;0
Ford;F-150;2006;Petrol;316;251927;0;2000;4;FALSE;2;18;981848801;;;33;0;TRUE;$22,962;FALSE;M;27;$25,380;6;Panel Truck;yes;$0;0;No;0;$0;5;0
Chevrolet;Malibu;2008;Petrol;292;222197;0;2000;4;FALSE;2;7;439724155;;;46;0;TRUE;$63,903;TRUE;M;30;$20,950;1;Van;no;$0;0;No;0;$0;;0
Ford;Explorer;2017;Diesel;247;91914;0;11808;1;TRUE;4;6;599212303;;;29;0;FALSE;$86,159;TRUE;M;29;$16,250;1;Van;yes;$0;0;No;2;$0;8;0
Chevrolet;Tahoe;2023;Electric;369;5000;0;29500;1;FALSE;1;1;918606594;;;45;0;TRUE;$48,344;FALSE;M;59;$24,350;13;Panel Truck;no;$0;0;No;0;$0;;0
Toyota;Prius;2004;Hybrid;127;286149;0;2000;3;FALSE;4;10;412455186;;;55;0;TRUE;$65,629;TRUE;F;5;$22,750;4;Minivan;no;$0;0;No;0;$0;3;0
Honda;CR-V;2006;Petrol;184;252512;0;2000;3;FALSE;4;2;186986294;;;43;0;TRUE;$116,044;FALSE;F;25;$16,900;4;SUV;no;$0;0;No;0;$0;1;0
Honda;Pilot;2010;Petrol;130;205342;0;2000;3;FALSE;5;12;113155864;;;31;2;TRUE;$137,663;TRUE;F;46;$14,300;1;Minivan;no;$0;0;No;1;$0;11;0
Volkswagen;Golf;2021;Electric;115;35126;0;23487;1;TRUE;2;1;228820933;;;46;0;TRUE;$0;TRUE;F;5;$13,420;1;SUV;no;$0;0;Yes;2;$0;12;0
Ford;F-150;2022;Diesel;347;15881;0;26911;1;FALSE;2;1;792318698;;;42;4;TRUE;$9,950;TRUE;F;37;$18,800;8;Sports Car;no;$7,942;3;No;7;$3,693;1;1
Ford;Escape;2021;Diesel;173;34119;0;23588;1;FALSE;1;1;740252220;;;44;2;TRUE;$0;TRUE;M;25;$15,070;9;Minivan;yes;$0;0;No;2;$2,778;9;1
Toyota;Corolla;2015;Petrol;222;116391;0;6360;1;TRUE;2;5;495332659;;;47;0;TRUE;$29,630;FALSE;M;27;$20,780;6;Van;yes;$0;0;No;2;$0;6;0
Nissan;Rogue;2016;Hybrid;171;104986;0;9001;1;FALSE;2;1;27615664;;;42;2;TRUE;$118,052;FALSE;F;30;$28,930;7;Sports Car;no;$2,568;2;No;0;$0;14;0
Chevrolet;Tahoe;2012;Petrol;294;162839;2;2000;1;FALSE;1;9;727081747;;;48;0;FALSE;$113,910;FALSE;F;8;$17,690;1;Minivan;no;$0;0;No;2;$0;15;0
BMW;3 Series;2003;Diesel;381;302861;2;2000;2;FALSE;4;14;542042023;;;46;0;TRUE;;TRUE;M;21;$6,100;1;Pickup;no;$0;0;No;2;$0;1;0
Chevrolet;Malibu;2023;Electric;245;5000;0;29500;1;TRUE;1;1;654179975;;;31;4;TRUE;$0;TRUE;M;66;$7,860;6;SUV;no;$1,105;2;No;2;$0;15;0
Tesla;Model X;2002;Electric;739;311837;1;2000;2;FALSE;1;21;166671902;;;36;1;FALSE;$61,320;FALSE;F;34;$11,580;4;SUV;no;$23,198;3;Yes;5;$3,698;12;1
Tesla;Model 3;2021;Electric;409;31669;0;39721;1;TRUE;2;2;672549561;;;53;0;TRUE;$48,421;FALSE;M;36;$25,290;13;Minivan;yes;$0;0;No;0;$0;1;0
BMW;X3;2016;Hybrid;396;105114;0;14981;1;TRUE;1;8;885444449;;;35;0;TRUE;$18,004;FALSE;M;36;$15,290;4;Minivan;yes;$0;0;Yes;0;$3,442;1;1
Chevrolet;Malibu;2003;Diesel;291;291745;1;2000;2;FALSE;1;11;906260126;;;49;0;TRUE;$57,714;FALSE;M;5;$21,450;10;Van;yes;$0;0;No;5;$0;1;0
Chevrolet;Malibu;2002;Diesel;160;314537;0;2000;3;FALSE;2;10;340184897;;;58;0;TRUE;$38,462;TRUE;M;56;$11,150;4;Minivan;yes;$10,353;3;No;2;$0;5;0
Volkswagen;Golf;2015;Diesel;273;128568;0;5143;1;TRUE;2;1;105136025;;;47;0;FALSE;$25,620;TRUE;M;64;$8,760;6;Minivan;yes;$0;0;No;0;$0;10;0
Tesla;Model S;2017;Electric;660;79576;0;21737;1;TRUE;5;3;594389933;;;38;4;TRUE;$40,248;TRUE;M;27;$11,520;1;Minivan;yes;$0;0;No;1;$4,487;9;1
Ford;Escape;2010;Petrol;399;202802;0;2000;4;FALSE;3;13;747464251;;;33;4;TRUE;$0;TRUE;M;5;$8,700;4;Pickup;no;$0;0;No;0;$4,575;1;1
Volkswagen;Tiguan;2000;Petrol;211;335561;0;2000;1;FALSE;4;5;994969966;;;25;1;TRUE;$3,355;FALSE;M;27;$10,060;4;Pickup;yes;$0;0;No;0;$8,199;5;1
Chevrolet;Equinox;2011;Petrol;158;174140;0;2000;2;TRUE;4;12;826620112;;;45;2;TRUE;$35,441;TRUE;F;39;$6,000;1;SUV;no;$9,611;2;No;6;$7,108;15;1
Honda;Civic;2020;Electric;220;34252;0;22074;1;TRUE;3;1;23033371;;;60;0;TRUE;$32,603;FALSE;M;38;$12,840;1;Minivan;no;$8,294;4;No;0;$0;15;0
Tesla;Model Y;2022;Electric;754;6819;0;46363;1;TRUE;4;1;611794581;;;59;0;TRUE;$110,323;TRUE;M;10;$40,760;15;Panel Truck;yes;$5,169;2;No;4;$0;13;0
Nissan;Altima;2015;Petrol;258;116899;0;6310;1;TRUE;4;2;84153294;;;48;0;TRUE;$49,602;TRUE;M;10;$17,030;13;Van;yes;$0;0;No;0;$0;1;0
BMW;X5;2021;Hybrid;388;27471;0;40421;1;TRUE;2;1;768526807;;;44;2;TRUE;$16,800;TRUE;F;47;$7,580;6;SUV;no;$0;0;No;0;$0;5;0
Tesla;Model Y;2014;Electric;554;141766;0;3872;2;TRUE;5;1;779624178;;;55;0;TRUE;$20,046;TRUE;F;26;$39,580;13;Minivan;no;$0;0;No;0;$0;20;0
Nissan;Altima;2015;Petrol;183;114604;0;6539;1;TRUE;1;1;544650035;;;46;0;TRUE;$182,650;TRUE;M;59;$34,540;1;Panel Truck;yes;$0;0;No;0;$0;13;0
Ford;Mustang;2012;Petrol;366;161185;0;2000;1;TRUE;4;7;978471226;;;40;2;FALSE;$44,029;TRUE;F;5;$9,900;17;SUV;no;$0;0;No;0;$0;6;0
Nissan;Sentra;2012;Diesel;194;163792;0;2000;1;FALSE;3;10;838396174;;;52;0;TRUE;$61,988;TRUE;F;24;$12,900;4;SUV;no;$0;0;No;0;$0;23;0
BMW;X5;2020;Diesel;344;42003;0;35499;1;TRUE;3;2;302505662;;;54;0;TRUE;$76,799;FALSE;F;45;$20,410;6;SUV;no;$0;0;No;0;$0;;0
BMW;5 Series;2023;Diesel;458;5000;0;49166;1;TRUE;1;1;643381847;;;54;0;TRUE;$52,088;TRUE;M;36;$10,470;1;Pickup;yes;$0;0;No;0;$0;1;0
Tesla;Model Y;2022;Electric;824;18645;0;44392;1;FALSE;1;1;361377688;;;41;0;TRUE;$67,014;FALSE;M;39;$24,050;1;Minivan;yes;$5,296;2;No;2;$0;5;0
Toyota;Camry;2004;Hybrid;212;280107;0;2000;1;FALSE;3;15;880356169;;;46;0;TRUE;$43,220;TRUE;F;28;$6,100;1;SUV;no;$2,882;1;No;4;$0;12;0
BMW;X3;2015;Diesel;203;118396;0;10267;1;FALSE;3;6;310091630;;;56;2;TRUE;$69,098;TRUE;F;21;$11,800;1;SUV;no;$0;0;No;0;$0;11;0
Tesla;Model S;2004;Electric;452;286656;1;2000;4;FALSE;4;12;342681462;;;44;0;TRUE;$89,782;TRUE;F;45;$10,260;11;SUV;no;$0;0;No;0;$0;12;0
Ford;Explorer;2011;Petrol;346;174141;2;2000;4;TRUE;2;1;467598138;;;36;2;TRUE;$76,845;FALSE;F;34;$17,420;6;Minivan;no;$0;0;Yes;0;$0;11;0
Volkswagen;Tiguan;2005;Diesel;225;265774;0;2000;2;FALSE;4;1;419897982;;;54;0;TRUE;$55,977;FALSE;M;45;$9,790;1;Pickup;yes;$6,193;1;No;4;$2,379;8;1
Volkswagen;Golf;2018;Electric;142;71930;0;15307;1;TRUE;5;5;911091980;;;56;0;FALSE;$1,336;FALSE;M;18;$16,140;1;Minivan;yes;$0;0;No;2;$0;12;0
Volkswagen;Jetta;2004;Diesel;178;298460;2;2000;1;FALSE;1;20;684167517;;;50;0;TRUE;$78,100;TRUE;M;28;$13,380;25;Minivan;yes;$0;0;No;0;$0;15;0
Tesla;Model S;2011;Electric;342;176253;1;2000;4;FALSE;3;1;270126263;;;47;0;TRUE;;FALSE;M;40;$21,360;6;Van;no;$0;0;No;2;$0;20;0
Ford;Escape;2008;Petrol;374;226778;0;2000;3;FALSE;1;12;678962396;;;40;2;TRUE;$40,015;FALSE;M;15;$25,120;1;Panel Truck;no;$0;0;No;2;$4,274;1;1
Tesla;Model 3;2019;Electric;509;58111;0;30314;1;FALSE;2;4;187608911;;;53;0;TRUE;$62,405;TRUE;M;39;$11,400;14;Pickup;yes;$0;0;No;0;$0;6;0
Chevrolet;Tahoe;2022;Diesel;299;5000;0;28000;1;FALSE;1;1;241109397;;;48;0;TRUE;$105,356;TRUE;M;55;$16,840;6;Van;yes;$2,605;3;No;5;$0;8;0
Chevrolet;Tahoe;2011;Diesel;239;178470;0;2000;2;FALSE;2;9;699856275;;;45;0;TRUE;$86,810;TRUE;F;44;$17,670;1;SUV;no;$0;0;No;1;$0;8;0
Honda;Civic;2020;Diesel;225;47485;0;20751;1;FALSE;5;4;912211587;;;48;0;TRUE;$53,412;TRUE;M;37;$11,640;1;Pickup;no;$0;0;No;0;$0;1;0
Toyota;Camry;2018;Hybrid;161;69777;0;15522;1;FALSE;4;2;698216344;;;41;2;TRUE;$7,594;TRUE;F;57;$5,600;7;Sports Car;no;$0;0;No;0;$0;1;0
Ford;Mustang;2016;Diesel;188;103348;0;9165;1;TRUE;2;7;715325953;;;34;3;FALSE;$30,432;FALSE;M;40;$16,420;1;Van;yes;$3,367;1;No;4;$0;1;0
Toyota;Camry;2003;Petrol;158;300601;1;2000;1;FALSE;1;5;835345367;;;44;0;TRUE;$0;TRUE;F;65;$5,900;1;SUV;no;$3,218;1;No;7;$2,953;7;1
Ford;F-150;2012;Petrol;202;163486;0;2000;2;TRUE;5;9;539230454;;;43;0;TRUE;$0;FALSE;F;20;$1,620;1;SUV;no;$0;0;No;1;$0;6;0
Nissan;Altima;2020;Diesel;261;52564;0;20243;1;TRUE;3;1;285369696;;;44;2;FALSE;$81,966;TRUE;F;23;$19,600;1;Minivan;no;$3,592;3;No;6;$0;8;0
Ford;Explorer;2008;Diesel;363;213622;1;2000;2;FALSE;4;10;214961196;;;40;2;TRUE;;TRUE;F;47;$14,810;8;Minivan;no;$858;2;No;0;$0;6;0
Ford;F-150;2015;Diesel;193;124085;0;5591;1;TRUE;4;1;474000400;;;48;0;TRUE;$0;FALSE;F;20;$8,470;6;Sports Car;no;$21,949;2;No;0;$0;22;0
BMW;X5;2007;Diesel;445;240030;1;2000;4;FALSE;2;6;82813664;;;36;1;TRUE;$40,834;TRUE;F;48;$10,080;3;Sports Car;no;$0;0;Yes;0;$0;1;0
Tesla;Model 3;2002;Electric;550;315702;2;2000;3;FALSE;3;5;725255498;;;40;0;TRUE;$79,282;TRUE;F;27;$21,350;6;SUV;no;$0;0;No;0;$0;1;0
Nissan;Rogue;2020;Electric;220;41356;0;21364;1;TRUE;5;2;878765573;;;46;0;TRUE;$38,392;TRUE;M;52;$9,940;4;Pickup;yes;$5,629;1;No;2;$0;1;0
Ford;Explorer;2006;Petrol;447;252625;2;2000;1;FALSE;3;18;667938178;;;39;0;TRUE;$23,919;FALSE;F;29;$5,400;6;Sports Car;no;$4,031;1;No;4;$5,499;6;1
Nissan;Pathfinder;2015;Diesel;278;115255;0;6474;1;FALSE;5;8;331898973;;;39;2;TRUE;$79,484;TRUE;F;19;$5,400;1;SUV;no;$0;0;No;2;$0;4;0
Ford;F-150;2023;Diesel;225;5000;0;29500;1;TRUE;5;1;584909942;;;44;0;TRUE;;FALSE;M;39;$12,180;1;Pickup;yes;$0;0;No;2;$0;1;0
BMW;X3;2022;Diesel;408;20129;0;44145;1;TRUE;3;2;514893331;;;48;0;TRUE;$77,039;FALSE;F;25;$9,200;6;SUV;no;$0;0;No;0;$0;13;0
Ford;Mustang;2009;Petrol;201;218547;0;2000;3;FALSE;1;11;111841036;;;61;0;TRUE;$0;FALSE;F;62;$16,430;6;SUV;no;$3,106;1;No;6;$0;7;0
Ford;F-150;2018;Hybrid;254;77706;0;14729;1;TRUE;3;5;303183248;;;44;0;TRUE;$0;FALSE;F;21;$16,560;6;Minivan;no;$0;0;No;2;$0;12;0
Toyota;Highlander;2000;Hybrid;153;340532;0;2000;2;FALSE;4;10;51287529;;;61;0;TRUE;$41,349;TRUE;F;56;$14,460;9;Sports Car;no;$0;0;No;0;$0;3;0
BMW;X3;2014;Diesel;300;133278;2;5286;4;TRUE;3;10;523214212;;;52;0;TRUE;$40,556;TRUE;M;30;$11,860;1;Pickup;yes;$0;0;No;2;$0;9;0
Ford;F-150;2014;Petrol;208;137004;0;2799;3;TRUE;3;6;908963733;;;49;0;TRUE;$56,868;FALSE;M;5;$13,950;11;Minivan;yes;$0;0;No;0;$0;11;0
Volkswagen;Passat;2023;Diesel;187;5000;0;29500;1;TRUE;5;1;530173152;;;56;0;TRUE;$132,115;TRUE;M;16;$26,770;1;Panel Truck;no;$0;0;Yes;2;$0;14;0
Tesla;Model Y;2020;Electric;548;43287;0;35285;1;FALSE;1;2;665735939;;;44;2;TRUE;$111,701;TRUE;F;32;$16,370;1;Sports Car;no;$4,873;2;No;1;$5,626;7;1
Honda;Civic;2012;Diesel;193;168908;1;2000;2;FALSE;4;8;576465181;;;50;0;TRUE;$71,544;FALSE;M;36;$29,900;4;Panel Truck;yes;$10,768;3;No;0;$2,217;9;1
Ford;Mustang;2003;Petrol;402;292437;0;2000;2;FALSE;4;11;304186279;;;62;0;TRUE;$96,415;TRUE;M;5;$7,700;7;Minivan;yes;$0;0;No;1;$0;19;0
Volkswagen;Passat;2014;Petrol;293;130954;1;3404;1;TRUE;5;5;483392182;;;39;3;TRUE;$71,304;TRUE;F;43;$7,210;4;SUV;no;$0;0;Yes;2;$10,209;9;1
Chevrolet;Silverado;2013;Petrol;193;137808;3;2000;4;TRUE;4;4;637643198;;;48;0;TRUE;$185,747;TRUE;F;12;$40,260;4;Van;no;$0;0;No;0;$0;20;0
Volkswagen;Tiguan;2016;Electric;162;115499;0;7950;1;TRUE;3;6;48660867;;;56;0;TRUE;$188,809;FALSE;M;25;$35,810;9;Minivan;yes;$0;0;No;1;$0;21;0
Volkswagen;Jetta;2004;Petrol;232;280052;2;2000;4;FALSE;3;2;107074178;;;61;0;TRUE;$80,153;FALSE;F;32;$16,370;9;Sports Car;no;$0;0;No;0;$2,000;15;1
Volkswagen;Passat;2012;Petrol;198;166267;1;2000;1;TRUE;1;12;209659986;;;42;2;TRUE;$151,826;FALSE;F;55;$20,880;1;Pickup;no;$0;0;No;4;$0;;0
Tesla;Model 3;2019;Electric;656;60063;0;29989;1;TRUE;3;4;444011491;;;47;0;TRUE;$54,467;FALSE;F;38;$11,650;13;Sports Car;no;$9,377;2;No;2;$0;10;0
BMW;3 Series;2015;Diesel;263;110886;0;11519;1;TRUE;3;1;397744087;;;47;0;TRUE;$113,496;TRUE;M;38;$12,850;10;Minivan;yes;$0;0;No;1;$0;;0
Chevrolet;Equinox;2023;Electric;218;5000;0;29500;1;TRUE;3;1;657953193;;;55;0;TRUE;$54,276;TRUE;M;28;$23,470;4;Panel Truck;yes;$0;0;No;3;$0;11;0
Toyota;Corolla;2017;Hybrid;215;95558;0;11444;1;TRUE;3;6;734588430;;;44;0;TRUE;$29,914;FALSE;F;41;$5,900;3;Sports Car;no;$0;0;No;1;$3,585;1;1
Nissan;Rogue;2003;Petrol;291;297104;0;2000;4;FALSE;5;9;283770412;;;50;0;TRUE;;TRUE;M;46;$18,460;7;Minivan;yes;$1,226;1;No;0;$0;6;0
Volkswagen;Jetta;2000;Petrol;125;341705;0;2000;4;FALSE;4;12;9644170;;;44;2;TRUE;;TRUE;F;5;$21,790;6;Minivan;no;$0;0;No;1;$0;1;0
Ford;Explorer;2016;Diesel;244;100903;0;9409;1;TRUE;3;2;273566676;;;38;0;TRUE;$12,216;FALSE;F;53;$5,200;7;Sports Car;no;$0;0;No;2;$2,703;1;1
Honda;Accord;2023;Electric;166;5000;0;29500;1;FALSE;2;1;566588120;;;42;1;TRUE;$86,216;TRUE;M;46;$4,970;4;Pickup;yes;$0;0;No;5;$0;;0
BMW;X5;2010;Diesel;447;198644;3;2000;1;FALSE;2;2;104317389;;;57;0;TRUE;$135,361;TRUE;M;41;$15,040;4;Minivan;no;$0;0;No;1;$0;10;0
Tesla;Model Y;2007;Electric;1000;234560;0;2000;1;FALSE;3;15;751826134;;;39;0;TRUE;$69,514;TRUE;M;20;$8,450;1;Pickup;yes;$0;0;No;1;$0;11;0
BMW;3 Series;2022;Diesel;495;9838;0;45860;1;TRUE;4;2;631867230;;;42;1;TRUE;$34,560;TRUE;M;36;$21,040;10;Minivan;yes;$0;0;No;2;$0;7;0
Volkswagen;Jetta;2011;Diesel;171;180446;0;2000;1;TRUE;4;2;544112828;;;40;2;TRUE;$82,565;FALSE;M;14;$26,440;6;Panel Truck;yes;$3,699;3;No;0;$5,800;18;1
Nissan;Sentra;2020;Electric;188;39799;0;21520;1;TRUE;1;4;128827399;;;19;0;TRUE;$3,871;TRUE;F;49;$3,790;3;SUV;no;$5,194;3;No;8;$3,854;5;1
Honda;CR-V;2019;Electric;164;58289;0;18171;1;TRUE;3;2;447132659;;;49;0;TRUE;$3,044;FALSE;F;65;$1,800;6;Sports Car;no;$0;0;No;4;$4,873;;1
BMW;X3;2014;Diesel;227;142345;0;3775;4;TRUE;5;7;42591012;;;48;0;TRUE;$47,748;TRUE;F;45;$11,070;1;SUV;no;$23,937;5;Yes;0;$0;1;0
Ford;Explorer;2015;Petrol;178;122359;0;5764;1;FALSE;3;6;741663347;;;38;3;TRUE;$107,958;FALSE;F;11;$24,270;11;SUV;no;$0;0;No;1;$0;11;0
Volkswagen;Passat;2023;Diesel;124;5000;0;29500;1;TRUE;4;1;16259639;;;39;2;TRUE;$52,052;FALSE;F;42;$12,690;1;SUV;no;$0;0;No;1;$0;12;0
Honda;Accord;2011;Petrol;188;171229;1;2000;1;FALSE;2;12;321690322;;;46;0;TRUE;$116,668;FALSE;F;30;$31,180;7;Pickup;no;$0;0;No;1;$0;12;0
Toyota;Corolla;2018;Hybrid;295;74058;0;15094;1;TRUE;5;2;585851502;;;36;0;TRUE;$30,884;TRUE;F;23;$11,090;1;Sports Car;no;$0;0;No;3;$0;1;0
BMW;5 Series;2018;Diesel;397;66392;0;26434;1;FALSE;2;6;895553137;;;40;3;TRUE;$2,292;FALSE;F;105;$5,730;4;SUV;no;$0;0;No;0;$0;6;0
BMW;5 Series;2021;Electric;324;38680;0;38553;1;FALSE;2;2;278306856;;;33;1;TRUE;$56,405;TRUE;F;32;$29,200;1;Pickup;no;$21,805;1;Yes;2;$0;5;0
Ford;F-150;2023;Diesel;442;5000;0;29500;1;TRUE;1;1;677998499;;;41;1;TRUE;$57,073;TRUE;F;38;$18,260;4;Sports Car;no;$0;0;No;1;$0;1;0
Tesla;Model X;2002;Electric;778;308662;1;2000;2;FALSE;1;13;616722972;;;52;0;TRUE;;FALSE;M;28;$10,430;6;Pickup;yes;$0;0;No;0;$0;1;0
BMW;5 Series;2013;Diesel;466;140811;1;2000;1;FALSE;2;10;281051787;;;21;2;TRUE;$5,411;TRUE;M;23;$15,130;1;Minivan;no;$0;0;No;6;$0;1;0
Chevrolet;Malibu;2017;Hybrid;375;83278;0;12672;1;TRUE;1;1;463482816;;;39;3;TRUE;;FALSE;F;43;$10,760;6;Pickup;no;$2,697;2;No;5;$0;1;0
BMW;5 Series;2020;Electric;208;47587;0;34568;1;TRUE;4;2;454777790;;;39;2;TRUE;$97,598;TRUE;F;5;$36,610;4;Van;no;$0;0;Yes;0;$0;13;0
Ford;Escape;2012;Petrol;306;159076;1;2000;2;TRUE;1;11;220428196;;;29;1;TRUE;$51,724;TRUE;M;45;$10,330;7;Pickup;no;$0;0;Yes;2;$4,790;1;1
BMW;X5;2012;Diesel;223;156703;2;2000;1;FALSE;5;10;363913453;;;44;1;TRUE;;TRUE;M;5;$17,730;13;Van;no;$6,421;1;No;0;$1,327;6;1
